!Gene Symbol	EGF_Baseline	EGF_Stimulus
CG31706	-0.62	0.81
CG31437	-1.57	1.59
ik2	1.12	0.99
CG2608	0.94	-1.54
CG14985	0.62	0.93
eIF4G2	-1.46	-1.17
Cct2	-0.67	0.60
CG31869	-1.75	1.15
Sgf11	-0.59	-0.62
Rme-8	-1.48	-0.35
Cdc42	-1.88	-0.57
CG11322	-0.84	-0.57
mRpL22	-0.64	-0.37
CG34351	-1.30	0.67
CG10459	-1.96	-1.17
Sox102F	0.81	0.93
CG10777	-1.47	1.07
c11.1	0.41	0.71
ECSIT	1.76	-0.50
Sp1	-1.71	-0.44
Pex19	-0.63	-0.37
CG6357	-1.10	0.44
Mst57Da	-1.64	-0.22
Pk92B	-1.49	1.11
Mipp2	-0.58	0.65
SF2	9.59	2.98
laza	-0.13	0.28
CG33108	-0.62	-1.30
VhaM9.7-b	0.32	0.73
ebd1	1.28	-2.07
CG7213	-0.45	-0.66
CG14020	-0.84	1.20
CNMaR	-0.74	-0.39
CG1707	-0.86	-0.35
Gp150	-0.82	0.95
pen	0.64	-0.43
CG33090	-1.20	0.80
CG4558	-0.27	-1.13
Aac11	1.71	-1.57
CG12817	-0.68	-0.66
CG3735	-0.41	0.75
CG15651	0.55	1.13
DIP1	1.54	0.55
CG11883	0.99	0.48
CG14312	-1.47	0.88
shot	1.43	-1.01
CG14291	-0.88	0.88
up	4.29	-1.15
CG4962	-0.89	-1.27
Nos	-0.99	0.29
eater	-1.01	1.20
Pcd	-0.49	2.21
CG14000	1.46	-0.65
CG3570	0.69	1.25
CG6847	0.62	0.84
fz2	-0.99	-1.82
CG13315	-0.55	0.24
CG5565	1.75	0.95
CG32647	-0.81	0.43
CG31740	1.18	1.37
Nnf1b	1.21	-0.93
RnrL	1.20	-0.59
CG17217	-0.94	-0.58
ecd	0.93	0.91
CG17266	-1.63	-1.66
CG32240	-0.60	0.37
osa	1.97	2.13
CG1809	-0.55	-0.26
Smurf	4.72	-0.54
Rbsn-5	1.54	0.87
mag	0.54	1.40
CG13476	-0.93	-1.26
Cyp6w1	-1.35	1.13
CG10747	-1.29	-0.42
CG18744	0.46	0.78
CG34023	0.78	-1.17
CG8931	0.78	1.02
cv	-0.61	0.39
CG7928	1.17	0.80
CG15717	-0.76	-0.63
CG3534	-0.28	-0.53
Tango10	1.04	-1.55
CG33467	-0.74	-0.49
Gr36c	0.58	0.31
CG9203	0.32	-1.48
CG8329	0.30	1.08
CG32266	0.39	0.74
CG12158	-2.26	-1.43
CG11854	0.20	-1.19
CG30412	-1.62	-0.55
bab1	-1.58	-0.90
Taf12L	-2.23	-1.00
CG9945	-1.69	0.17
Galphaq	0.88	1.57
CG30438	-1.05	-1.24
CG14521	-1.70	0.39
CG9231	-0.27	1.09
CG17928	2.03	-0.50
CG13223	-0.29	0.73
uif	-0.68	1.24
DAT	0.74	-0.54
CG14966	0.20	1.08
IntS6	-0.75	-2.29
mth	-0.79	0.42
CG11858	-1.28	1.08
CG11395	-1.99	1.68
RpI1	0.58	0.97
MED24	0.77	-0.14
CG6290	1.69	0.83
CG4676	-1.71	-1.33
Spf45	-0.57	0.28
Tehao	-1.37	1.06
CG5346	0.85	0.81
I-3	0.46	-0.41
eIF-4B	0.47	-0.27
mus308	1.46	0.86
GluRIA	-0.54	0.37
CG18067	0.20	0.46
CG14109	0.46	1.26
CG4733	-0.85	0.31
CG34166	-1.31	-1.13
Sps2	-0.36	1.21
CG15118	-2.11	2.01
CG14684	0.92	-0.14
Scgdelta	-1.20	0.76
CG30379	0.79	0.54
RhoGAP71E	-1.90	3.35
CG10005	0.78	1.45
Bdbt	0.47	0.42
CG10338	-2.00	0.64
CG13506	-1.14	0.53
Victoria	-0.68	0.30
mr	-1.07	-1.01
CG3621	0.60	1.16
CG14696	-0.72	0.84
TrpA1	1.14	0.67
CG13551	-1.08	-1.85
bys	1.38	0.93
RpL36A	1.71	-3.31
CG9065	-2.13	-0.90
Cht7	-1.81	0.80
pbl	0.41	-0.86
CR30009	-1.18	-0.36
CG6931	0.50	0.95
CG31097	0.46	-0.30
CG32320	0.57	0.94
E(spl)m7-HLH	1.05	0.51
CG11337	0.49	0.34
CG31928	1.13	0.66
CG14480	1.05	0.78
fra	2.07	1.04
Rpt4R	0.38	-0.08
CG31937	-1.19	0.98
CG17234	-0.42	0.08
Gyc88E	0.38	0.33
CG15710	-0.75	-0.37
Pten	-0.32	0.24
Vinc	-0.41	0.30
CG32232	-0.85	0.67
hfw	-1.28	0.74
CG8160	-0.90	-1.47
mira	-0.89	0.95
CG5902	0.39	0.76
CG34254	1.31	-0.57
CG6041	-0.31	0.56
Hrb87F	-0.76	-1.24
CG2051	-0.66	0.28
Arr2	0.28	0.08
CG14339	1.20	0.38
CG11752	-1.37	-0.25
CG9338	-0.59	0.32
sphinx1	0.17	-0.34
CG13051	1.03	-1.56
CG7708	-1.27	-0.19
CG3652	-1.96	-0.49
Ahcy13	1.01	0.60
CG8072	-0.39	0.55
Mcm7	-0.47	-0.59
CG2990	1.58	0.67
CG2469	1.63	0.56
CG9759	0.76	0.26
CG34155	-1.79	-1.33
CG9926	-0.78	0.97
Shaw	1.13	1.40
CG11403	1.10	1.41
CG15429	-1.08	-0.83
CG8851	-0.90	0.17
CG5913	-0.56	1.14
kappaTry	-0.90	-0.53
Atg18b	-0.85	-0.78
CG10428	0.71	0.74
yellow-d2	-1.15	0.47
Eig71Ef	-1.62	-0.90
Her	0.29	0.87
Chc	1.81	2.20
mRpL42	-1.30	0.56
Ir11a	0.86	-0.15
tef	1.02	1.97
CG12173	-2.00	0.82
CG31871	1.14	-1.28
CG5850	-0.41	0.34
Ephrin	-1.19	-0.16
CG3999	-0.30	0.36
CG8370	-1.06	-0.28
pigeon	-0.83	1.05
CG7337	0.78	-0.75
CG13646	-1.83	-0.41
CG14071	0.23	0.85
osk	-0.90	2.17
sm	0.51	-0.56
Phk-3	-0.77	1.00
eas	-1.65	1.83
ptr	0.38	0.37
CG15514	-1.26	-0.13
metl	-0.96	-0.39
CG9465	-1.89	1.15
Cep135	-0.58	1.39
CG4766	0.53	0.57
mt:CoI	0.35	-0.15
Cyp28c1	-0.53	-0.41
CG31320	1.03	0.58
SK	-2.21	1.10
Hex-t1	0.65	-1.12
CG13026	0.26	0.81
CG13744	-1.38	-0.12
CG2209	0.38	0.54
Klp3A	0.69	1.60
CG12708	-0.70	0.90
TrissinR	-0.70	-0.47
CG6398	-0.93	1.60
CG17169	-0.88	1.59
Xpd	-0.21	-0.60
CG5322	0.67	1.12
Hil	-1.58	1.27
da	-0.99	-1.02
CG5412	-0.87	1.12
loopin-1	2.16	1.11
CG3215	0.87	-1.02
CG12913	-0.97	0.47
Fer1HCH	1.80	-1.18
CG14546	-0.16	0.81
Snr1	0.34	0.38
Cat	1.11	0.82
IntS12	-0.82	0.08
Aats-his	0.78	-0.64
Eip63E	0.26	1.45
HPS1	0.09	0.77
CG31427	-1.06	-1.28
Ost48	-1.34	0.65
CG13667	-0.75	1.06
CG14154	-0.27	0.24
VhaAC39-2	1.54	-0.06
CG3505	0.96	-0.51
CG18371	0.56	0.75
l(2)06496	1.21	0.52
CG3165	-1.09	1.05
CG15643	-1.00	0.30
Fpps	0.73	0.67
CG15443	1.54	0.25
Ndae1	-1.91	-1.88
CG5142	-0.84	-1.35
AstCC	0.24	0.95
eIF4E-6	-0.97	-1.63
Cpr49Ag	-1.12	0.74
Cyp4ad1	0.20	0.56
tud	0.62	0.69
bonsai	-2.25	1.02
mbm	0.95	0.33
CG5107	-0.66	0.41
CG9205	0.32	0.58
CG5909	0.98	0.50
CG13996	-1.31	1.39
CG33110	-1.41	-0.78
ptip	-1.74	1.65
CG14965	-1.08	0.79
Awh	0.41	2.00
CG8508	0.49	0.84
CG14691	-0.53	-0.45
Arp1	-0.48	0.59
CG7166	0.82	1.49
CG14141	0.85	0.89
Twdlalpha	-1.07	-0.40
pelo	-1.07	0.88
Wnt2	0.84	-1.06
CG6321	-1.74	0.62
Grip71	-1.75	0.68
Jhe	-0.54	-0.13
Cip4	-1.75	1.46
Fbp1	-0.80	-0.69
ppk6	-0.82	-1.13
CG9914	-0.15	-0.15
CG32071	0.59	1.93
CG13060	0.39	1.13
CG32699	-1.76	1.54
CG9634	0.29	0.63
cN-IIIB	0.50	-0.75
CG9083	-0.27	0.73
CG17059	-2.17	-0.15
ppk23	1.39	0.68
sowi	-1.34	-0.81
sta	1.54	-2.88
Ubp64E	-1.14	0.80
pan	1.56	-0.86
Grip91	0.90	0.99
grn	-1.60	-0.61
CG12729	0.16	0.12
ImpL3	1.06	0.55
CG32301	1.28	-0.39
CG8112	-0.47	-1.46
CG31077	-1.12	1.09
Obp51a	-0.90	0.60
CG2955	0.68	0.57
CG8578	1.54	0.77
CG4734	-0.45	1.56
CG18480	-1.47	0.73
TfIIA-L	-1.66	1.24
Tfb1	0.21	-0.33
CG14007	-0.88	-1.32
CG31145	-1.18	-1.20
Gbeta76C	-1.63	1.47
Asap	-1.19	0.22
CG9468	-0.95	-0.55
CG31760	-0.71	-0.68
sage	0.94	0.41
Arf102F	1.73	-2.32
Cpr67Fb	-0.89	0.14
Sas10	-1.16	1.12
Mes-4	-0.94	-0.60
CycC	0.82	0.72
CG32026	-1.16	-0.67
CG13993	1.11	1.06
crim	1.65	-0.62
Nmda1	0.47	0.45
klu	0.55	-1.14
Bet5	-0.78	0.24
CG8111	-1.02	0.10
CG18262	-1.28	-1.12
NaCP60E	-0.54	0.97
lbm	1.31	0.24
CG15800	1.21	-0.88
CG3631	-0.66	-0.68
CG12499	0.82	0.55
CG7759	-1.61	0.31
Dbp45A	-0.73	-0.87
CG9121	0.57	1.65
CG31523	0.91	0.87
lsn	-0.83	0.54
obst-I	-0.58	-0.14
CG33301	2.37	1.11
Mp	-1.23	1.44
HLH106	3.18	-1.83
Pask	1.02	0.12
spn-A	1.08	-0.65
CG12006	0.65	0.89
Ssadh	-0.73	0.30
CG14104	2.25	0.50
alphaTub84D	3.13	-1.25
CG15544	0.93	1.46
CG42368	-1.30	1.44
CG34115	-0.29	-0.55
CkIIalpha-i1	-1.12	-0.86
CG13488	-0.25	0.27
Mer	-0.74	1.22
CG1104	0.22	-0.19
Hnf4	1.18	1.69
Vps28	-0.89	-1.33
Nmdar2	-1.26	0.74
Ilp5	-1.47	0.23
blow	-1.53	1.10
run	-0.99	-1.05
CG30101	-0.27	0.68
CG4650	0.61	1.38
Hers	-1.55	0.44
Zasp66	1.18	1.17
CG15547	2.37	-0.55
CG11898	-0.85	-2.00
Pex14	-1.36	-0.09
CG10993	-1.46	-0.88
Ilp2	1.04	2.00
CG15515	1.00	0.34
CG31689	-0.19	-0.73
Prp3	2.57	2.02
Cyp6d4	-0.74	0.69
CG11951	-0.86	2.06
HLH3B	-0.69	0.82
cib	0.59	0.74
E(spl)m4-BFM	1.06	1.27
CG15704	-0.74	-0.70
BBS4	-0.83	1.25
CG32532	1.16	0.84
CG13337	-1.08	0.26
CG1486	-0.76	-0.79
CG12909	0.88	-1.95
asp	1.47	-0.55
Gr22f	0.87	0.99
Clp	-0.69	-0.91
eIF3-S9	3.91	-3.60
CG9305	1.15	-1.26
CG4757	1.07	0.93
svp	1.04	1.20
CG8145	-0.36	0.70
mthl14	-0.74	-0.69
CG32023	-0.21	-0.34
CG3795	-1.60	0.40
Mfap1	1.94	0.42
Rep	-0.80	-0.99
dgt6	0.83	-0.56
qkr54B	-0.84	0.59
Or65b	-1.57	-0.39
CG3121	-1.87	-1.11
CG12034	0.31	0.59
betaNACtes4	-0.49	-0.95
CG30385	-0.26	-0.96
CG15817	-0.03	-0.22
CG2246	1.00	-1.13
GXIVsPLA2	1.06	0.87
CG5808	1.48	1.51
CG13733	-0.92	0.74
CG10440	-1.11	0.18
CG10320	0.58	0.49
ms(3)76Ba	-1.10	-0.48
CG4165	-1.40	-0.45
CG10298	-0.57	0.88
Ublcp1	2.08	-0.69
CG2147	-1.29	0.49
Cad88C	-0.69	0.21
CG6865	2.26	1.74
CG7201	0.52	1.01
CG9747	1.38	-0.91
CG31088	0.90	0.69
CG13901	0.33	0.85
CG8311	0.86	1.16
CG6665	0.38	-1.13
CG5439	1.03	0.11
CG6421	-1.95	0.36
CG11257	-1.07	0.63
CG30394	-1.18	1.05
Or22c	-0.84	-0.13
CG4797	-0.48	0.55
l(3)02640	-1.42	0.91
CG11449	1.42	1.22
loj	0.35	-0.83
CG4377	-1.22	0.74
CG12096	0.29	-0.64
BicC	0.88	-0.77
CG15882	0.33	0.38
mRNA-cap	-0.35	-0.61
mthl13	-0.37	-0.44
CG4704	-1.89	-0.53
CG17378	-0.44	0.38
Ulp1	-1.31	-1.77
Strica	0.20	-0.39
CG9940	0.15	-0.84
RpS27	4.77	-2.67
CG32202	-1.35	-2.22
DLP	0.22	0.22
CG13516	-1.11	-1.77
eIF2B-delta	-0.93	-1.16
nop5	1.26	-1.32
CG31673	-0.67	-0.75
CG1143	0.24	-0.51
CG7148	-0.92	0.88
CG13526	-0.69	0.66
CG11107	0.69	-0.86
CG10086	1.00	-0.76
Gr59e	-0.46	0.56
hec	-0.74	0.49
rho-5	0.58	0.60
CG14207	-1.20	0.54
CG13558	-0.90	1.22
CG12898	-0.65	-0.23
bru	0.18	0.97
ed	1.00	1.32
san	-1.01	-0.58
nst	-0.48	-0.72
CG15579	-0.86	0.87
Mal-A4	1.27	-0.91
CG14187	-0.25	-0.94
CG13314	0.49	0.88
Rx	0.62	-0.90
CG1137	-0.62	0.68
CG14457	-1.76	-1.17
rols	1.43	0.52
PPO3	0.39	0.54
SP	0.41	0.67
PGRP-LC	-1.80	0.76
Him	0.53	1.52
armi	-1.51	-0.45
CG8441	-1.33	0.43
CG6424	-2.26	1.19
Dbp73D	-1.61	0.94
CG31776	-0.61	0.40
CG6788	-0.55	-0.54
CG8642	0.86	-0.55
RpL22-like	-1.69	0.27
CG17271	-0.40	0.84
Ubc2	1.98	0.47
CG6839	0.21	0.71
CG33099	-0.65	-0.16
CG7924	-0.47	-0.39
Cpr65Ec	0.85	-0.23
Ubc10	4.50	1.05
sdt	-0.87	1.16
CG11444	0.32	1.27
CG30493	1.03	1.58
Nckx30C	1.29	0.64
CG1532	0.09	0.89
Liprin-gamma	-0.40	-0.63
CG1309	0.93	0.84
thr	2.13	-2.66
CG5118	0.78	0.36
Sap30	0.79	1.51
CG13616	1.50	0.39
CG1941	0.89	1.07
hoip	7.75	-4.05
CG15296	-0.73	0.27
Nnp-1	0.59	-2.58
Uba2	0.17	0.34
Reps	1.17	-0.69
Rab35	2.47	-1.62
Teh1	1.01	1.27
Lsd-1	1.17	-0.45
CG10702	0.90	-1.08
CG6044	-1.95	1.03
Ugt86Dg	1.13	0.84
CG8245	-1.58	-0.94
CG31819	-0.37	0.52
Dr	-1.79	-4.23
CG12203	0.32	-0.41
CG34396	3.94	-2.59
CG14795	0.18	2.15
CG8531	0.35	1.32
CG14673	-0.99	0.34
CG7573	0.86	0.82
ST6Gal	1.39	1.20
blanks	0.33	0.88
Rpn7	-0.62	-2.78
CG13053	3.21	0.30
Lsm10	-1.26	0.87
CG30288	-1.09	-0.71
Br140	0.57	-0.49
CG7979	-0.39	-1.96
gsb	-0.31	0.95
Elp1	-0.67	1.93
LysS	-0.31	0.35
CAH2	0.89	0.75
CG2070	1.12	-1.16
CG2614	-1.54	-0.85
Sur-8	0.26	-2.01
CG5399	-1.05	-0.43
CG3764	-0.73	-1.20
CG2269	-0.68	-0.12
CG8814	-0.68	0.71
Ranbp11	1.07	1.55
Prosalpha6	-0.42	-2.02
spri	1.64	-1.04
ventrally-expressed-protein-D	1.22	1.28
Shawl	-1.42	-1.16
CG7386	-1.08	0.80
Takl2	-1.64	0.26
WASp	1.32	0.21
CG4810	-1.87	1.18
CG13962	-1.93	-0.12
CG13083	0.67	0.44
CG11498	2.11	-1.07
Gga	1.40	1.57
CG31633	-0.28	-1.24
phr6-4	-1.08	-0.70
Lcp65Ad	-1.19	-0.92
CG4553	1.41	1.19
CG41106	-1.29	0.44
nes	-0.17	0.25
cu	0.73	1.33
CG4597	-0.88	-0.32
CG5168	-0.78	0.85
mthl6	-0.95	0.94
CG30356	0.69	-0.81
skd	3.72	3.18
CG17323	-1.50	-0.76
CG31183	-1.27	1.59
jing	-1.03	0.75
Dip1	-1.54	0.57
CG4335	-1.57	0.50
CG15706	0.52	-0.36
CG31220	-1.29	-0.74
CR11235	0.55	-0.71
rumi	-1.45	0.23
PMCA	-1.02	-1.99
CG42358	0.47	0.45
fz3	-1.07	-0.57
pgant8	-0.87	0.64
CG13884	1.18	1.29
drosha	8.31	0.99
CG7791	0.82	0.56
Gel	0.57	2.99
CG2871	-1.32	-1.87
CG33235	-1.25	0.39
Pex1	-1.22	-0.87
CG9386	-2.21	-2.69
CG34045	0.19	-0.68
Lectin-galC1	0.34	0.64
RpL10Aa	2.43	-1.78
CG8520	-0.34	1.23
yip2	0.50	1.02
Caper	-1.24	1.60
CG42748	-1.55	-0.99
MAGE	0.95	0.19
CG12316	-0.87	-0.19
Bro	0.88	1.14
CG15141	1.42	-1.66
CG5139	-0.89	0.67
MED22	0.66	1.68
CG8654	-1.47	0.15
Sp212	-0.10	0.55
CG7208	-0.72	-0.42
CG10863	-1.06	-0.44
CG30456	-1.89	1.32
Sse	-0.71	-2.14
Tdc1	-1.79	-0.95
Obp56b	0.68	0.98
CG42789	-1.16	-0.79
eya	0.69	0.86
CG8006	-0.28	1.62
CG10830	0.14	-0.64
Crtp	1.22	1.29
CG13653	-0.43	-0.54
Tsp42Ea	-0.87	0.64
VGlut	-1.78	-1.48
Ser	1.89	0.45
CG8483	-0.85	0.56
Hen1	-1.45	0.65
CG8159	-0.32	0.85
gus	1.64	-2.59
PGRP-SC2	0.27	0.85
foxo	-1.25	0.95
form3	-0.76	-0.73
CG30103	-0.78	0.47
CG34248	0.64	0.34
kto	0.33	2.03
CG31231	3.16	1.54
PhKgamma	-1.25	-0.92
sti	-0.84	0.42
CG11211	1.07	-0.19
CG8929	-2.09	-1.15
CG7737	0.65	0.18
Ir94d	-0.91	-0.98
pigs	1.49	0.83
gish	-1.17	1.36
CG6026	-0.62	0.30
GstO2	-1.09	0.75
CG16732	0.69	0.66
CG11162	0.74	-0.30
CG7172	-0.28	0.15
hb	-0.85	-0.25
CycA	2.76	-2.87
CG32105	-0.82	0.59
CG30467	1.55	0.76
Ance-3	-0.96	-0.92
CG31698	1.32	0.38
Gcn5	0.68	-0.75
CG11562	-1.10	-1.14
Dis3	1.34	-2.22
CG6689	0.69	0.50
Dsk	0.73	0.69
CG6329	-1.17	-0.41
halo	0.54	0.27
Brd8	0.24	-2.15
CG4480	1.25	2.22
CG3216	-0.19	0.90
CG34056	-2.02	0.62
PICK1	-0.92	-1.08
beta'COP	6.43	-3.86
CG9555	-0.50	0.51
asparagine-synthetase	1.08	0.96
CG17375	0.88	1.51
CG31556	4.66	3.12
CG4041	0.16	-0.69
ci	0.28	0.27
CR18166	-1.18	1.55
CG3744	-0.40	1.76
CG4500	1.77	-2.45
CG13760	-0.35	0.64
CG18476	-1.34	2.00
CG1602	0.90	-1.29
ste24b	-0.64	0.36
Hdc	1.24	-1.21
Taf2	0.39	1.22
CG11665	-1.42	-0.75
CG32986	-1.85	1.59
CG10032	-0.53	-0.27
Cwc25	-0.74	0.85
Alh	0.86	-0.07
CG30095	-1.13	0.37
CG9876	0.81	0.92
Cht8	0.97	0.61
Slu7	1.54	0.47
CG10359	-1.10	0.03
rdhB	-0.73	1.82
CG15594	-2.02	0.45
pch2	-1.75	-0.18
CG34296	1.77	-0.88
Est-P	0.47	-0.19
thoc5	-0.34	-0.76
PH4alphaSG2	-0.63	0.36
CG31213	0.86	-0.35
CG12951	-1.62	-1.14
SkpC	-0.96	-0.34
bbc	-1.37	0.79
Aats-pro	-0.45	0.29
tsu	-1.26	-0.48
CG6695	0.59	1.70
CG1958	0.80	0.11
ome	-1.49	1.36
chrb	-0.88	0.68
CG4496	1.33	0.69
IntS2	-0.79	-1.22
Arl1	-1.05	1.31
CG2145	-0.88	-0.79
CG14818	-0.51	1.03
l(2)efl	0.51	0.47
Ack	1.40	0.62
CG1324	0.53	-1.44
blp	0.19	-0.84
CG13455	-1.37	0.17
Cpr62Bb	-0.71	0.58
mRpL21	-0.49	0.77
CG34264	0.63	0.60
Uhg3	-1.70	-1.43
NimC4	-0.33	0.39
Mlc2	1.22	0.71
Mnt	-0.87	2.45
CG9521	0.60	0.59
Asph	-1.69	-1.24
CG16853	-0.74	0.83
CG3160	-1.08	-0.63
PH4alphaNE1	0.28	0.47
PebIII	-0.53	2.20
Sip1	-1.59	1.73
CG14362	-0.50	0.79
Grx-1	-0.97	-0.99
CG10014	-0.81	-0.78
CG9601	-0.30	0.93
CG10011	-1.62	-1.62
CG4612	0.86	1.24
SH3PX1	-1.61	0.76
HERC2	-0.78	0.79
CG1316	0.71	0.89
CG13299	-0.12	-0.68
Dup99B	-0.64	-0.32
CG8927	-0.60	-0.20
CG13082	1.76	-0.67
CG5618	-1.32	0.91
sut4	-0.38	-0.54
emb	-0.71	-1.64
HSPC300	-1.30	-0.58
CG13837	-2.14	-0.56
GalNAc-T1	1.51	-1.10
CG6296	-0.47	0.68
yellow-e2	-1.42	0.32
Muc11A	-1.18	0.61
dgrn	-1.43	0.59
Ag5r2	-0.18	0.81
CG11630	-1.33	0.88
HLH54F	1.22	-1.22
CG5398	0.28	0.26
Sec16	0.31	-1.51
CG9395	-0.80	-0.60
CG17896	-0.97	0.90
Or83c	0.64	0.43
CG31997	-1.27	-1.22
Shroom	-0.08	0.32
CG13055	1.14	-1.84
CG32195	0.11	0.11
Or47a	-0.86	1.03
CG42258	3.38	1.11
CG12983	0.94	-0.46
Cals	1.23	0.50
RpS12	5.11	-4.78
CG32119	-1.30	-1.50
CG10560	0.61	0.98
Gr21a	-1.24	0.49
CG31797	0.82	0.21
Tre1	-0.48	-1.59
CG13438	-0.61	0.77
CG11694	1.50	0.56
CG5381	-0.52	-0.41
g	-0.96	0.76
flr	0.24	0.95
CG11113	3.13	-0.57
Or45a	-1.45	0.43
CG11619	-1.90	0.40
CG2970	0.26	-0.91
Aats-arg	1.39	-1.01
ImpE3	2.51	1.63
aux	0.46	0.53
mtTFB2	-1.62	0.41
CG6726	-0.73	0.44
Sec31	1.53	0.86
CG3345	-0.30	0.46
gcl	0.72	-1.52
m-cup	-0.30	0.40
CG14257	-0.96	0.96
Sec61alpha	-1.84	-1.78
CG42335	-1.85	0.47
CG6272	-0.70	1.65
fidipidine	-1.37	-1.46
CG5880	-0.24	0.83
CG5167	0.80	0.50
Ns1	2.45	1.45
CG9921	1.06	0.85
CG31849	0.43	0.37
CG13056	-0.96	0.65
CG42699	0.77	-1.87
adp	0.05	1.14
neb	0.79	-0.80
CG32639	2.38	0.23
TwdlY	-1.66	-1.49
Cyp6a21	-1.71	0.42
CG3108	-1.16	-0.51
CG8195	-0.30	1.01
CG5888	1.84	-0.21
Rcd2	-0.26	-1.82
Crag	-0.44	-1.78
CG7465	1.54	1.53
CG13801	1.13	-0.78
wdp	-1.44	-2.07
CG17333	-0.80	0.43
mei-P22	-0.93	0.22
KLHL18	0.77	-0.92
CG32461	0.94	-1.02
BTBD9	-2.09	-1.44
CG12725	2.98	-1.22
CG7137	-1.48	0.48
CG9449	0.62	0.55
Rpd3	2.83	-0.87
CG17648	0.99	-1.13
Rpn2	-1.22	-3.22
CtsB1	0.48	0.31
MED8	-0.60	-0.41
CG8837	-1.29	0.68
CG3792	1.30	0.83
Cad87A	0.21	0.70
CG14260	2.11	1.77
sw	-0.59	1.06
CG9804	2.12	1.29
CG13148	1.11	-1.48
CG5282	0.32	1.07
His2Av	-1.04	-2.45
sei	-1.10	0.61
Ipod	-0.64	0.46
CG30184	0.30	0.51
CG15725	-1.05	0.37
Vps36	0.25	0.73
trus	1.38	1.02
CG31546	-1.88	-0.90
CG18180	-0.32	-1.09
CG13075	1.29	-0.67
CG5928	1.10	-0.38
XRCC1	-0.54	-0.54
CG11563	-0.20	-1.61
Vps25	0.36	0.13
Oatp30B	-0.47	0.76
CG15333	-0.94	0.70
Mkp3	-1.58	-1.14
CG11905	-0.64	-0.29
lic	1.07	1.42
Vang	-1.47	-0.70
arx	0.53	0.23
Psf3	-1.48	-1.05
phm	0.43	-1.40
CG6036	0.72	2.51
TwdlL	-1.14	-1.36
ATP7	-0.97	1.22
CG3790	0.96	0.68
casp	-0.33	-0.74
Tsp42Eh	-0.91	-0.22
CG9590	-1.08	0.41
CG8736	1.34	0.34
CG11180	0.76	-0.87
Ndc1	1.29	-0.96
Rac1	-1.23	-2.49
drd	-1.14	-1.54
Spt-I	-1.83	0.43
pn	1.04	-0.98
CG1444	-0.64	0.76
cindr	0.58	-1.21
Or67d	-2.25	0.57
RpL8	2.91	-3.99
CG14505	0.57	1.17
RpS19a	1.36	-4.12
PPYR1	-1.29	-1.48
CG4203	1.10	-0.30
CG8273	1.04	0.81
CG10301	-0.98	-0.77
CG15035	-0.22	0.98
CG32350	-0.96	-0.92
bon	-0.72	1.14
CG11437	-0.92	0.87
Cct1	-0.52	-1.10
CG13326	-0.15	-0.59
CG4424	-1.39	-0.63
CG9603	-1.47	0.23
Pex12	2.18	0.34
CG32437	-1.96	0.67
CG13003	0.32	0.60
CG6182	-0.20	1.62
CG13500	-0.76	0.44
CG5038	1.00	0.73
Oamb	-1.74	-1.70
ATPsyn-b	-0.31	-4.02
CG15564	1.61	0.58
CG17562	0.26	0.09
CG7990	-0.27	-0.53
rst	2.42	-0.97
CG10376	-0.73	0.49
CG13566	-0.16	1.12
yem	-0.72	-1.45
trbd	1.10	-0.48
CG32039	1.06	-0.52
CG14321	-1.61	0.79
CG5707	-0.67	0.48
CG33123	-0.95	-0.54
CG14401	-1.44	-1.30
mt:CoII	-0.56	0.23
robl62A	-1.48	0.64
Cpr65Az	-1.16	0.94
Pk34A	1.63	-0.98
Use1	0.78	0.29
Gli	0.40	-0.29
CG17359	-1.15	-1.08
Sry-beta	1.57	-0.82
upd3	1.30	1.61
CG4449	-0.15	-1.07
CG30156	-0.99	-1.07
CG14406	0.83	-0.51
CG15530	1.01	0.23
CG10280	-0.82	-0.46
CG31515	2.78	4.44
CG14384	-1.65	0.56
CG12446	-0.61	0.45
Nep4	1.92	0.56
CG10476	-1.46	-0.11
Ttc19	-0.64	-0.95
CG4622	0.92	0.66
wa-cup	-0.61	0.32
veli	-1.16	0.27
Aldh	-1.02	0.89
Pebp1	0.74	0.85
RpL3	-2.79	-2.79
Rox8	-1.33	-1.34
CG5254	-1.42	0.17
CG6425	-0.62	0.36
CG6479	-0.94	-2.36
Eps-15	-0.19	0.97
CG13607	-1.23	-0.40
RpL12	4.51	-3.54
CG12384	-1.65	1.21
CG9147	1.88	-0.74
Scp1	1.10	1.40
CG8010	0.78	-1.14
Hip1	-1.15	-0.68
CG5958	-0.77	-0.62
CG15878	-0.20	-0.65
CG7255	-1.27	0.33
CG10947	-0.45	-0.41
CG2663	-2.14	-0.30
Aven	0.49	-0.68
CG13693	0.46	0.23
Aats-tyr-m	-0.31	-1.09
bves	1.67	-0.95
nahoda	1.11	-0.65
CG5681	1.93	0.33
CG9132	-0.89	-0.67
Appl	-1.16	0.93
CG42694	0.50	-0.12
CG13893	0.81	0.39
Atg9	-0.98	-0.48
CG6746	-1.18	0.38
CG10184	-1.37	-0.64
CG17784	0.60	0.74
Taf4	-0.53	-1.26
CaBP1	1.12	-1.26
rush	-0.34	0.54
Nep2	0.29	0.61
CG34384	0.83	-0.60
CG2076	0.61	0.53
CoVIb	-1.82	-1.28
Mp20	-1.18	0.38
CG13930	0.54	0.96
TpnC41C	-0.85	1.34
CG2321	-1.34	0.56
